75, 39, 43
37, 40, 57
55, 36, 44
94, 32, 72
50, 32, 89
68, 94, 30
15, 68, 94
90, 14, 66
25, 59, 90
20, 91, 64
91, 13, 53
57, 90, 18
6, 91, 64
89, 76, 23
22, 65, 88
88, 9, 65
89, 8, 75
87, 75, 5
61, 88, 3
49, 94, 34
91, 33, 33
49, 92, 16
48, 15, 92
30, 94, 25
32, 29, 93
31, 93, 29
21, 90, 43
17, 94, 47
45, 9, 94
9, 26, 94
8, 93, 33
38, 29, 92
11, 27, 92
91, 22, 17
25, 90, 32
90, 28, 5
75, 86, 34
18, 67, 84
73, 34, 83
71, 34, 83
33, 70, 70
61, 32, 70
32, 57, 81
77, 72, 25
33, 53, 85
63, 32, 61
72, 3, 85
36, 32, 76
31, 71, 83
68, 30, 70
19, 74, 71
23, 82, 63
27, 67, 80
23, 65, 71
78, 61, 26
66, 30, 65
86, 35, 32
78, 34, 32
57, 31, 72
50, 73, 33
59, 48, 31
41, 68, 31
80, 68, 21
19, 77, 66
75, 34, 39
32, 34, 70
31, 38, 60
74, 14, 67
29, 70, 70
16, 69, 63
77, 13, 81
11, 66, 66
72, 10, 75
72, 4, 72
66, 80, 10
77, 2, 81
7, 63, 78
76, 2, 77
8, 71, 72
71, 70, 2
65, 5, 75
19, 19, 96
5, 18, 91
15, 92, 17
15, 16, 93
14, 17, 96
91, 13, 16
16, 95, 9
11, 96, 9
9, 6, 92
3, 3, 96
93, 1, 13
17, 5, 92
13, 5, 92
11, 3, 92
30, 89, 60
59, 82, 28
8, 89, 51
29, 46, 84
28, 84, 41
86, 26, 52
26, 51, 88
86, 51, 17
34, 28, 87
45, 20, 82
20, 81, 45
20, 39, 80
78, 29, 58
77, 57, 14
54, 27, 78
17, 67, 56
58, 57, 22
26, 77, 53
76, 50, 26
18, 87, 48
75, 29, 55
67, 28, 49
53, 80, 19
66, 30, 56
63, 27, 52
65, 22, 45
66, 30, 43
49, 62, 30
47, 58, 29
14, 58, 71
64, 50, 26
60, 26, 49
55, 14, 88
83, 7, 53
10, 50, 83
10, 44, 84
87, 33, 8
55, 24, 46
24, 46, 47
45, 20, 48
60, 76, 8
60, 6, 86
1, 77, 57
6, 84, 55
83, 1, 51
84, 40, 5
79, 54, 6
4, 54, 74
5, 49, 77
14, 57, 71
12, 60, 71
57, 1, 63
56, 67, 2
71, 8, 55
58, 60, 10
56, 60, 10
56, 8, 57
58, 7, 56
86, 38, 30
33, 20, 81
32, 85, 28
85, 29, 20
37, 84, 9
36, 76, 30
33, 30, 55
34, 28, 48
27, 69, 34
28, 42, 42
28, 30, 47
43, 25, 79
25, 43, 66
43, 19, 65
43, 21, 48
78, 25, 39
78, 34, 24
21, 72, 42
69, 28, 20
19, 31, 89
89, 26, 18
89, 8, 26
89, 31, 0
27, 88, 19
23, 86, 11
26, 19, 83
15, 29, 83
9, 20, 89
19, 23, 67
67, 22, 19
54, 14, 62
55, 54, 7
88, 50, 3
50, 3, 84
1, 49, 76
48, 2, 66
12, 50, 65
8, 48, 60
17, 47, 82
11, 42, 65
9, 47, 71
0, 37, 80
44, 76, 9
71, 44, 9
9, 75, 42
25, 78, 17
78, 16, 21
51, 14, 45
8, 81, 23
60, 10, 47
43, 7, 51
13, 82, 21
21, 4, 81
3, 18, 80
14, 82, 12
10, 79, 26
32, 70, 13
13, 77, 7
75, 47, 6
5, 64, 47
48, 4, 46
3, 69, 45
46, 46, 9
0, 41, 77
35, 68, 9
76, 26, 15
76, 8, 23
19, 10, 69
68, 10, 17
2, 73, 42
40, 8, 72
7, 67, 18
1, 71, 2
69, 6, 32
24, 68, 5
3, 67, 26
66, 41, 27
32, 50, 24
45, 26, 40
23, 41, 56
59, 23, 23
66, 17, 36
64, 23, 12
61, 39, 21
64, 9, 26
18, 62, 38
61, 29, 10
33, 61, 6
25, 18, 62
61, 24, 4
57, 33, 15
62, 22, 6
6, 62, 13
34, 25, 44
22, 41, 34
19, 54, 41
53, 14, 40
40, 0, 42
38, 45, 0
62, 9, 7
62, 9, 1
34, 12, 60
34, 3, 55
9, 58, 19
58, 19, 8
56, 11, 33
56, 6, 28
54, 21, 35
5, 34, 48
47, 20, 23
14, 34, 34
57, 27, 16
57, 22, 5
54, 10, 27
6, 56, 5
49, 6, 25
25, 47, 5
49, 1, 26
47, 16, 24
15, 47, 23
21, 10, 46
23, 8, 50
50, 23, 1
2, 57, 22
63, 36, 0
35, 5, 46
45, 33, 30
30, 26, 41
26, 36, 29
24, 24, 29
21, 35, 18
40, 13, 32
29, 15, 45
28, 40, 11
22, 7, 37
21, 37, 2
25, 15, 36
12, 36, 23
13, 20, 39
12, 3, 37
17, 31, 34
14, 23, 33
24, 24, 17
5, 34, 9
33, 10, 31
31, 7, 9
31, 6, 27
29, 4, 26
32, 25, 6
2, 24, 25
3, 3, 32
22, 30, 9
26, 17, 5
19, 2, 27
